salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
0.622068512357374,0.0,0.3166666666666667,0.0,0.7894736842105263,0.25,1.0,0.6896551724137931,0.6001567252326001,1.0
0.6060006205965995,0.0,0.95,0.25,0.1578947368421052,0.75,1.0,1.0,0.2791959074024789,0.0
0.928352459492305,0.0,0.8833333333333333,0.5,0.9473684210526316,0.125,1.0,0.1724137931034483,0.3703786175113387,0.0
0.6869630417251702,0.0,0.1833333333333333,0.5,0.4210526315789473,0.0,1.0,0.6551724137931035,0.3326204757963279,0.0
0.7477875251881029,0.0,0.1666666666666666,0.75,0.8421052631578947,0.875,0.8541599773684445,0.5517241379310345,0.5203516139153962,0.0
0.1648486047267532,0.4344770496391831,0.55,0.5,0.0526315789473684,0.625,1.0,0.3793103448275862,0.0140466012314813,1.0
0.2778311264410659,0.3649076024330838,0.8166666666666667,1.0,0.5789473684210527,1.0,1.0,0.7241379310344828,0.0831934418172183,0.0
0.455413726813287,0.0,0.9166666666666669,0.5,0.7368421052631579,0.0,1.0,0.6896551724137931,0.9220641877744018,0.0
0.8937648590450303,0.0,0.6000000000000001,0.0,0.1578947368421052,0.75,1.0,0.3448275862068965,0.3051962621127623,1.0
0.3634578045453892,0.585872935079486,0.1666666666666666,0.5,0.1052631578947368,0.75,1.0,0.5517241379310345,0.910482155224868,0.0
0.0219557084244493,0.8820325540201467,0.8666666666666667,0.5,0.8421052631578947,0.125,1.0,0.6551724137931035,0.6430469756903777,0.0
0.0785493134401389,0.2652923073013308,0.35,0.0,0.5263157894736842,0.5,1.0,0.3448275862068965,0.9625870426041104,1.0
0.7437735792318328,0.0,0.5,0.5,0.0526315789473684,0.125,1.0,0.9655172413793104,0.399771126177245,1.0
0.5721221322132631,0.0,0.1166666666666667,0.75,0.4736842105263157,0.5,1.0,0.896551724137931,0.8069382200925569,0.0
0.5471471261895758,0.0,0.9166666666666669,0.75,0.0526315789473684,0.75,1.0,0.8620689655172414,0.6572507019096007,0.0
0.5726634530913742,0.0,0.7833333333333334,0.75,0.9473684210526316,0.625,1.0,1.0,0.7045292242403727,0.0
0.4912161851172935,0.0,0.0,1.0,0.7894736842105263,1.0,0.2703112843997364,0.2758620689655172,0.1024228445512691,0.0
0.2299853697591184,0.9821484036712824,0.8666666666666667,1.0,0.1578947368421052,0.75,1.0,0.7586206896551725,0.9691304291367618,0.0
0.0563347753861357,0.3422565670202144,0.1666666666666666,0.0,0.4210526315789473,1.0,0.712109839430233,0.896551724137931,0.4662917042279386,0.0
0.4096113802514979,0.0,0.1166666666666667,0.0,0.5789473684210527,0.125,1.0,0.7931034482758621,0.0997514599454937,0.0
0.1569866145017146,0.5360516436403593,0.5666666666666667,0.5,0.2631578947368421,0.0,1.0,0.7931034482758621,0.875818710367406,1.0
0.2171167983733448,0.9100483391996292,0.0833333333333333,1.0,0.8421052631578947,0.375,1.0,0.7586206896551725,0.3594064031957992,0.0
0.1963077670988585,0.5272847649649577,0.2166666666666667,0.25,0.2631578947368421,0.25,1.0,0.4137931034482758,0.2772804398552411,0.0
0.0797867357752889,0.2229704593480724,1.0,0.0,0.7894736842105263,0.375,1.0,0.3103448275862069,0.9632117991771888,0.0
0.1012875032031494,0.8683545983280994,0.1,0.25,0.4736842105263157,0.75,1.0,0.0689655172413793,0.951618355450464,0.0
0.2712332883054216,0.5782377220655974,0.6499999999999999,0.5,0.894736842105263,0.75,1.0,0.0689655172413793,0.9019437041208636,1.0
0.6220192813578882,0.0,0.95,0.75,0.2631578947368421,0.875,1.0,0.8620689655172414,0.2708896612853145,0.0
0.1071268170459291,0.1424727655300779,0.3666666666666666,0.25,0.3157894736842105,0.625,1.0,0.6551724137931035,0.6779155824366725,1.0
0.1119008120021441,0.2523687146675424,0.8166666666666667,1.0,0.3157894736842105,1.0,0.7530712525916732,0.7931034482758621,0.3574906574700965,0.0
0.2338532428626195,0.9905810674414136,0.4333333333333333,0.5,0.1052631578947368,0.625,1.0,0.896551724137931,0.3117623146265986,1.0
0.1290140371448704,0.4005154352786867,0.7666666666666668,0.0,0.3157894736842105,0.375,1.0,0.0344827586206896,0.5711858087742611,0.0
0.2868761574913355,0.7611507788337242,0.6833333333333333,0.75,0.5789473684210527,0.875,1.0,0.3793103448275862,0.5086187383251581,1.0
0.6397085810563701,0.0,0.0333333333333333,0.0,0.1052631578947368,0.75,1.0,0.9655172413793104,0.0403080865391344,0.0
0.4947839487352833,0.0,0.3333333333333333,1.0,0.894736842105263,0.875,0.9926397512780872,0.6896551724137931,0.4807047149332274,1.0
0.192145622942962,0.1333333333333333,0.5166666666666666,0.75,0.9473684210526316,0.25,1.0,0.6206896551724138,0.0604525463537822,1.0
0.1020080145793609,0.4555121956858025,0.9000000000000001,0.25,0.5789473684210527,0.25,1.0,0.4137931034482758,0.8839310355515612,0.0
0.9090338611642228,0.0,0.0666666666666667,0.25,0.5263157894736842,0.875,1.0,0.896551724137931,0.0681314107769033,0.0
0.9719764808422416,0.0,0.9000000000000001,0.5,0.0526315789473684,0.625,1.0,0.3103448275862069,0.6895973342401126,0.0
0.6103061430893254,0.0,0.2333333333333333,0.0,1.0,0.25,1.0,0.8620689655172414,0.0120486219208983,0.0
0.3937092512224481,0.3746008960435815,0.7166666666666668,0.0,0.8421052631578947,0.625,1.0,0.2068965517241379,0.133222989723732,0.0
0.3965430046388767,0.7942008015879192,0.1833333333333333,0.25,0.2631578947368421,0.0,1.0,0.0689655172413793,0.3215544864389619,0.0
0.5120066775617216,0.0,0.5833333333333333,0.75,0.9473684210526316,0.875,1.0,0.2758620689655172,0.762895386236813,1.0
0.5838972354914282,0.0,0.3999999999999999,0.75,0.3684210526315789,0.5,1.0,0.3103448275862069,0.9400903340438423,1.0
0.4572279676990696,0.0,0.1166666666666667,1.0,0.8421052631578947,0.875,1.0,0.1379310344827586,0.929877967468734,0.0
0.1511672093202356,0.3676383532790581,0.9333333333333332,0.25,0.7894736842105263,0.75,1.0,0.2068965517241379,0.6545788189707022,0.0
0.1624538317908778,0.8013941216217029,0.0833333333333333,1.0,0.8421052631578947,0.125,1.0,0.3448275862068965,0.1803795963499475,0.0
0.567994349397444,0.0,0.8333333333333335,0.5,1.0,0.375,1.0,1.0,0.6648919318718445,0.0
0.7159754455084969,0.0,0.4166666666666667,0.75,0.3684210526315789,0.125,1.0,0.896551724137931,0.7312868663103688,1.0
0.0925898855552652,0.9697019981764172,0.0833333333333333,0.75,0.7368421052631579,0.375,1.0,0.7931034482758621,0.1481098224000378,0.0
0.0,0.6813935229361994,0.8,0.0,0.6842105263157894,0.0,1.0,0.4137931034482758,0.4277885167958647,0.0
0.1491703565679396,1.0,0.1666666666666666,0.5,0.9473684210526316,0.25,1.0,0.4827586206896552,0.5333817904878686,0.0
0.7142516857752772,0.0,0.4666666666666667,1.0,0.2631578947368421,1.0,0.4569507629869129,0.4482758620689654,0.8152054805893127,1.0
0.142406892547403,0.2054568506269484,0.4666666666666667,0.25,0.0526315789473684,0.375,1.0,0.6206896551724138,0.0,1.0
0.1879123506314673,0.7230153764775997,0.2,0.75,0.0526315789473684,1.0,0.6148588215336113,0.9655172413793104,0.385349049812136,0.0
0.8210669043414146,0.0,0.1333333333333333,0.5,0.631578947368421,1.0,0.7068833801895498,0.2068965517241379,0.2992940080211114,0.0
0.8975644420588297,0.0,0.0666666666666667,0.25,0.9473684210526316,0.5,1.0,0.896551724137931,0.4249231031221983,0.0
0.2606403921550152,0.3716371160696077,0.5666666666666667,1.0,0.1052631578947368,0.625,1.0,0.3103448275862069,0.1784726986590883,1.0
0.8714653885255973,0.0,0.8666666666666667,0.25,1.0,0.375,1.0,0.6206896551724138,0.957089511623182,0.0
0.7930385075065404,0.0,0.55,1.0,0.4736842105263157,0.0,1.0,0.896551724137931,0.4110914340004901,1.0
0.1616405113044678,0.8790016132034212,0.95,1.0,0.6842105263157894,0.125,1.0,0.6206896551724138,0.4929179481237635,0.0
0.1523110863257586,0.6494893608706194,0.7166666666666668,0.0,0.6842105263157894,0.0,1.0,0.0689655172413793,0.2940271362943275,0.0
0.261414883560878,0.415515687703448,0.15,0.75,0.7368421052631579,0.875,1.0,1.0,0.4740125048246245,0.0
0.2677525103516873,0.8327701935619659,0.45,1.0,0.3684210526315789,0.625,1.0,0.9655172413793104,0.6969424881392382,1.0
0.927415177448188,0.0,0.4166666666666667,0.5,0.3684210526315789,0.875,1.0,0.1034482758620689,0.6860427644351604,1.0
0.7949652499286278,0.0,0.7166666666666668,0.25,0.5263157894736842,0.375,1.0,0.6206896551724138,0.282170081845717,0.0
0.4227187173379897,0.0,0.7166666666666668,0.5,0.7368421052631579,0.0,1.0,0.0,0.5408100783479884,0.0
0.0242884366486062,0.8907048353831505,0.8833333333333333,0.0,1.0,0.0,1.0,0.0,0.208500692518835,0.0
0.9412173599826232,0.0,0.25,0.75,0.2631578947368421,0.375,1.0,0.4137931034482758,0.4965825167931221,0.0
0.7631486768515244,0.0,0.9333333333333332,0.75,0.1052631578947368,0.375,1.0,0.3793103448275862,0.0706951951149973,0.0
0.7908303372417963,0.0,0.7,0.0,0.8421052631578947,1.0,0.5912371865601969,0.2413793103448275,0.344208581916694,0.0
0.2226035438824789,0.3165299614900129,0.75,0.25,0.9473684210526316,0.75,1.0,0.7241379310344828,0.8626808459127799,0.0
0.0,0.448347825108319,0.1666666666666666,0.5,0.5789473684210527,0.75,1.0,0.9310344827586208,0.4376873019656175,0.0
0.4346892440414103,0.851757906185484,0.4666666666666667,0.25,0.2631578947368421,0.25,1.0,0.4827586206896552,0.6741083243917781,1.0
0.0,0.553775070409499,0.5166666666666666,1.0,0.6842105263157894,0.0,1.0,0.0344827586206896,0.9418428248266022,1.0
0.3454667997106998,0.2397810769469525,0.45,0.75,0.1578947368421052,0.25,1.0,0.4137931034482758,0.5128805198699075,1.0
0.1447094366074985,0.7484306597544079,0.9166666666666669,0.25,0.4736842105263157,0.75,1.0,0.7931034482758621,0.6209600454579294,0.0
0.3790581610980859,0.5738707109698847,0.0,0.5,0.0,0.5,1.0,0.8275862068965517,0.187676372587592,0.0
0.9345994213839648,0.0,0.75,0.5,0.1578947368421052,0.125,1.0,0.0689655172413793,0.8130513138902209,0.0
0.9237602397657072,0.0,0.7333333333333334,1.0,0.7368421052631579,1.0,1.0,0.2068965517241379,0.5634545554400936,0.0
0.1148786974218185,0.9332577513846076,0.4333333333333333,0.25,0.0526315789473684,0.125,1.0,0.8620689655172414,0.9238312045547892,1.0
0.3805733117906831,0.2688934771861367,0.8166666666666667,1.0,0.4210526315789473,0.5,1.0,0.5517241379310345,0.7757884283482371,0.0
0.0713248797829398,0.7605534881068826,0.4666666666666667,0.25,0.3157894736842105,0.25,1.0,0.8620689655172414,0.8738969049698068,1.0
0.3445265286797244,0.4553842227706173,0.9833333333333334,1.0,0.7894736842105263,0.125,1.0,0.4137931034482758,0.1558362049030246,0.0
0.8895375315554156,0.0,0.1166666666666667,1.0,0.5263157894736842,0.75,1.0,0.0344827586206896,0.0383723526784836,0.0
0.6539818128528008,0.0,0.9666666666666668,0.0,0.9473684210526316,0.0,1.0,0.7931034482758621,0.1218023088575614,0.0
0.0819329098672349,0.5976743604837547,0.8333333333333335,0.75,0.7368421052631579,0.75,1.0,0.6896551724137931,0.5499466809536565,0.0
0.8070376362657733,0.0,0.0,0.75,0.2631578947368421,0.0,1.0,1.0,0.84498143021485,0.0
0.2427277184706455,0.6222550926739647,0.3833333333333333,0.25,0.8421052631578947,1.0,0.3418863053191896,0.9655172413793104,0.8077464136498452,1.0
0.1673583527951067,0.7079917674448971,0.1666666666666666,0.0,1.0,1.0,0.117664584806896,0.8620689655172414,0.5224740237729607,0.0
0.1598244434823203,0.2046535694011378,0.0666666666666667,0.75,0.4736842105263157,0.25,1.0,0.9655172413793104,0.7792049826576904,0.0
0.021939873437582,0.8486585685314104,0.0,0.75,0.5263157894736842,0.375,1.0,0.6551724137931035,0.9422680032987106,0.0
0.2074824751684898,0.2867772279023566,0.6333333333333333,1.0,0.0,0.375,1.0,0.1724137931034483,0.4053932296197823,1.0
0.4720007285994716,0.0,0.6166666666666667,0.5,0.0,0.625,1.0,0.3103448275862069,0.9280520212659517,1.0
0.7569205653582253,0.0,0.5333333333333334,0.75,0.5789473684210527,0.25,1.0,0.5172413793103449,0.6996750038701529,1.0
0.5984461241310511,0.0,0.5166666666666666,0.25,0.4210526315789473,0.0,1.0,0.4482758620689654,0.6454033713652466,1.0
0.1077940792543085,0.5099301015857863,0.2833333333333334,1.0,0.5789473684210527,0.875,0.6648678706105193,0.4827586206896552,0.0710197343262874,0.0
0.1525028921942143,0.8617687714058709,0.7833333333333334,0.0,0.9473684210526316,0.5,1.0,0.1379310344827586,0.8993945028834089,0.0
0.1760600909409433,0.6136652601711394,0.8,0.0,0.9473684210526316,0.625,1.0,0.6206896551724138,0.6233298446505131,0.0
0.8996773473636889,0.0,0.7,0.75,0.0,0.25,1.0,0.0,0.9425240843388742,0.0
0.4151303388662801,0.3827231127261213,0.1333333333333333,0.25,0.7368421052631579,0.75,1.0,0.3448275862068965,0.8544861128013215,0.0
0.2999727333380236,0.9343106205271408,0.3833333333333333,0.5,1.0,0.5,1.0,0.1379310344827586,0.6555736365239795,1.0
0.978894064237366,0.0,0.5666666666666667,0.0,0.894736842105263,0.125,1.0,0.2068965517241379,0.9881494900946444,1.0
0.9046497935257364,0.0,1.0,0.5,0.4210526315789473,0.125,1.0,0.3793103448275862,0.2581868620335745,0.0
0.36343305601767,0.5200265030556596,0.8333333333333335,0.25,0.894736842105263,0.5,1.0,0.0344827586206896,0.4824477348941153,0.0
0.701911808543248,0.0,0.55,0.25,0.4736842105263157,0.5,1.0,0.5517241379310345,0.9297598492754614,1.0
0.9135586097512516,0.0,0.1166666666666667,0.75,0.4736842105263157,0.875,1.0,0.6206896551724138,0.5417362907542278,0.0
0.8469555053758627,0.0,0.6166666666666667,0.0,0.6842105263157894,0.0,1.0,0.7241379310344828,0.0,1.0
0.3570723249532836,0.956377454264396,0.8333333333333335,0.25,0.0,0.75,1.0,0.3793103448275862,0.8603930908557141,0.0
0.6608090134480085,0.0,0.9666666666666668,0.25,0.2631578947368421,0.5,1.0,0.0344827586206896,0.443610054329961,0.0
0.3593745070512302,0.527179980182711,0.0333333333333333,0.75,0.6842105263157894,0.0,1.0,0.9655172413793104,0.7187851899620546,0.0
0.6567028962233267,0.0,0.1333333333333333,0.0,0.4210526315789473,0.375,1.0,0.4137931034482758,0.2376380488087872,0.0
1.0,0.0,0.0,0.75,0.9473684210526316,0.125,1.0,0.3103448275862069,0.1055676024108594,0.0
0.4524926664846818,0.0,0.8333333333333335,0.25,0.2105263157894736,0.75,1.0,0.9310344827586208,0.0732312166702153,0.0
0.6477205024309397,0.0,0.0,0.0,0.7894736842105263,0.5,1.0,0.2758620689655172,0.9445654538923066,0.0
0.469469930032054,0.0,0.0,0.75,0.894736842105263,1.0,0.2639348805751226,0.0689655172413793,0.5624532086232067,0.0
0.1184175554240637,0.6456772025753876,0.1,0.25,0.4736842105263157,0.5,1.0,0.1034482758620689,0.9229915611774367,0.0
0.5616180792886782,0.0,0.3999999999999999,1.0,0.2631578947368421,1.0,0.6096885952520952,0.3103448275862069,1.0,1.0
0.5382865152332464,0.0,0.15,0.5,0.2105263157894736,0.875,1.0,0.4827586206896552,0.2380127592322052,0.0
0.3950568441967999,0.4786848538392223,0.7,0.0,0.4736842105263157,0.375,1.0,0.6896551724137931,0.8262822801554054,0.0
0.5120342150511438,0.0,0.2166666666666667,0.5,1.0,0.625,1.0,0.7241379310344828,0.9540339019342142,0.0
0.930998608404579,0.0,0.0333333333333333,0.5,0.0526315789473684,1.0,0.8085803141355139,0.8620689655172414,0.3338498164817802,0.0
0.6535587817966125,0.0,0.4166666666666667,1.0,0.0526315789473684,0.125,1.0,0.5517241379310345,0.6887830039735935,1.0
0.5516009488132217,0.0,0.5,0.75,0.1052631578947368,1.0,0.8438237235486641,0.2068965517241379,0.8934365260433053,1.0
0.4539818020536635,0.0,0.0666666666666667,0.25,0.1052631578947368,0.125,1.0,0.896551724137931,0.3648783563999433,0.0
0.8229802734394411,0.0,0.95,0.75,0.0526315789473684,1.0,0.5721958437557906,0.5172413793103449,0.5530352247143656,0.0
0.2381470596582128,0.4116388330944854,0.8166666666666667,0.5,0.1052631578947368,0.5,1.0,0.4482758620689654,0.3166910695442921,0.0
0.5950887783611383,0.0,0.5333333333333334,0.5,0.5789473684210527,0.125,1.0,0.4827586206896552,0.9457803926437696,1.0
0.291315916586205,0.9613986254038546,0.1166666666666667,1.0,0.4736842105263157,0.625,1.0,1.0,0.0810325275021333,0.0
0.7286153296340463,0.0,0.25,0.5,0.0,0.75,1.0,0.1724137931034483,0.7422952492984037,0.0
0.8244122775579966,0.0,0.2166666666666667,0.5,0.7894736842105263,0.875,1.0,0.0689655172413793,0.5570270520182157,0.0
0.0196182599131613,0.2840019629560317,0.9666666666666668,0.75,0.631578947368421,0.25,1.0,0.6551724137931035,0.7164477122362334,0.0
0.1618990090579507,1.0,0.4333333333333333,0.5,0.2105263157894736,0.375,1.0,0.2758620689655172,0.5232245350505671,1.0
0.8069082801594186,0.0,0.35,1.0,0.0526315789473684,1.0,0.5143383115146811,0.3793103448275862,0.8517275140222318,0.0
0.81986470197511,0.0,0.5666666666666667,0.25,0.9473684210526316,1.0,0.3076193559668021,0.8620689655172414,0.4616562251712282,1.0
0.6382474630214486,0.0,0.5166666666666666,0.0,0.894736842105263,0.25,1.0,0.1034482758620689,0.3150999361325585,1.0
0.0623405199687012,0.7350528666281249,0.9833333333333334,0.0,0.9473684210526316,0.375,1.0,0.3793103448275862,0.4250592545037697,0.0
0.5519868426717489,0.0,0.5833333333333333,0.0,0.7894736842105263,0.5,1.0,0.1034482758620689,0.1905606072519958,1.0
0.3420810386199869,0.8803159747602614,0.8666666666666667,0.0,0.7368421052631579,0.625,1.0,0.896551724137931,0.1458491346335782,0.0
0.3846795592017257,0.9099130705510974,0.3999999999999999,1.0,0.4210526315789473,0.25,1.0,0.0344827586206896,0.7380964053590167,1.0
0.1775486016534088,0.6122521826096965,0.35,0.25,0.8421052631578947,0.625,1.0,0.6206896551724138,0.3839648067052689,1.0
0.4705267919659881,0.0,0.2333333333333333,1.0,0.0526315789473684,0.375,1.0,0.7931034482758621,0.0701997114608028,0.0
0.1366484435094976,0.891703604802289,0.0833333333333333,0.25,0.9473684210526316,0.25,1.0,0.1379310344827586,0.568258851478831,0.0
1.0,0.0,0.0499999999999999,1.0,0.4736842105263157,0.375,1.0,0.3103448275862069,1.0,0.0
0.0827749709742242,0.7533823368131822,0.9666666666666668,0.75,0.7368421052631579,0.125,1.0,0.6551724137931035,0.4481601920067496,0.0
0.7366604574254974,0.0,0.8500000000000001,1.0,0.631578947368421,0.75,1.0,0.2413793103448275,0.7896512527010503,0.0
0.2320654432273129,0.258145750963467,0.2333333333333333,0.5,0.4736842105263157,0.5,1.0,0.6896551724137931,0.3752926892869188,0.0
0.6778254572576752,0.0,0.3999999999999999,0.5,1.0,0.625,1.0,1.0,0.6092312911062112,1.0
0.749286623105502,0.0,0.0499999999999999,0.25,0.7894736842105263,0.0,1.0,1.0,0.6043909586825207,0.0
0.2149327623283703,0.6662149513578519,0.0666666666666667,0.0,0.6842105263157894,0.875,1.0,0.2068965517241379,0.167231448599349,0.0
0.6014331213069106,0.0,0.9333333333333332,0.75,0.9473684210526316,0.125,1.0,0.0344827586206896,0.3985432479700818,0.0
0.7966233141037118,0.0,0.4666666666666667,0.5,0.5263157894736842,1.0,0.978003417784016,0.8275862068965517,0.1521110296449027,1.0
0.5004711443584379,0.0,0.2,0.25,0.1578947368421052,0.75,1.0,0.8620689655172414,0.9493283302481116,0.0
0.1709614102689668,0.4445816924268822,0.6666666666666667,0.25,0.7894736842105263,0.125,1.0,0.896551724137931,0.3329192481094717,0.0
0.7581521668620348,0.0,0.8666666666666667,0.75,0.6842105263157894,0.25,1.0,0.5172413793103449,0.5745130998622955,0.0
0.7696975861216434,0.0,0.0166666666666666,0.25,0.4210526315789473,0.25,1.0,0.896551724137931,0.4822703891630071,0.0
0.325196933541479,0.6973418674333416,0.4833333333333333,0.5,0.4210526315789473,1.0,0.4032565601387518,0.7241379310344828,0.8571923637006996,1.0
0.2206733214015903,0.7795632309450411,0.35,0.5,0.5789473684210527,1.0,0.8724907461142164,0.3448275862068965,0.403234790569575,1.0
0.8034559502024616,0.0,0.9333333333333332,0.25,0.0,0.625,1.0,0.5517241379310345,0.2481618771082762,0.0
0.6352879118962633,0.0,0.0,0.25,0.631578947368421,0.75,1.0,0.0344827586206896,0.583748586632962,0.0
0.1378642693366734,0.8781648750257415,0.3999999999999999,0.5,0.0526315789473684,0.0,1.0,0.896551724137931,0.8229564388202852,1.0
0.0,0.6811762351371498,0.8166666666666667,0.5,0.2631578947368421,0.25,1.0,0.6551724137931035,0.4068173848665407,0.0
0.0066387533628911,0.925164166128734,0.55,1.0,0.6842105263157894,0.0,1.0,0.9655172413793104,0.1828174165955257,1.0
0.5981075587175708,0.0,0.4666666666666667,0.25,0.4736842105263157,0.125,1.0,0.896551724137931,0.4570186110337296,1.0
0.432540076407691,0.6916882250812937,0.8333333333333335,0.5,0.4736842105263157,0.0,1.0,0.6551724137931035,0.4780079455018366,0.0
0.3191545710659564,0.6705699008127538,0.8166666666666667,0.25,0.5263157894736842,0.875,1.0,0.0344827586206896,0.2451644580130662,0.0
0.3972200899693193,0.444142642340007,0.1,0.25,0.894736842105263,0.75,1.0,0.9310344827586208,0.3464947577827245,0.0
0.7664675334312002,0.0,0.2166666666666667,0.5,0.631578947368421,0.375,1.0,0.0689655172413793,0.6624672896104551,0.0
0.5000179513028938,0.0,0.7,1.0,0.894736842105263,1.0,0.4548016016171428,0.0689655172413793,0.1580090411349188,0.0
0.8192236310230523,0.0,0.9666666666666668,1.0,0.0526315789473684,0.5,1.0,0.8620689655172414,0.954357281595832,0.0
0.4492903427185755,0.0,0.0499999999999999,0.5,0.3157894736842105,0.375,1.0,0.7586206896551725,0.3967184056338779,0.0
0.4525016055289298,0.905243278240202,0.35,0.5,0.894736842105263,0.5,1.0,0.4137931034482758,0.5524395276292644,1.0
0.4948762407466471,0.0,0.8166666666666667,0.75,0.4210526315789473,0.125,1.0,0.9655172413793104,0.4551070215548035,0.0
0.9321109299543558,0.0,0.8500000000000001,0.75,0.6842105263157894,0.625,1.0,0.1724137931034483,0.4978480170635525,0.0
0.1255854768094178,0.9442068721826103,0.6166666666666667,0.5,0.7894736842105263,0.5,1.0,0.0689655172413793,0.8335480691976306,1.0
0.2883172700809069,0.3229247792308787,1.0,0.5,0.631578947368421,0.875,1.0,0.0689655172413793,0.1741812788260377,0.0
0.4382644583667244,0.0,0.8333333333333335,0.0,0.4210526315789473,0.625,1.0,0.3448275862068965,0.4715730960198396,0.0
0.7881893451266846,0.0,0.25,1.0,0.7368421052631579,0.875,1.0,0.896551724137931,0.9493886822595576,0.0
0.7369239525213955,0.0,0.1666666666666666,1.0,0.2105263157894736,0.0,1.0,0.9655172413793104,0.9257787603943513,0.0
0.1844108876178955,0.3557468718707444,0.4833333333333333,1.0,1.0,0.375,1.0,0.7586206896551725,0.8739778104130799,1.0
0.9145621677392988,0.0,0.5166666666666666,1.0,0.7368421052631579,1.0,0.1340009152795992,0.4482758620689654,0.4947582781858697,1.0
0.8997123540481363,0.0,0.9000000000000001,0.25,0.0,1.0,0.5552427531574449,0.8620689655172414,0.8400964131653782,0.0
0.7425285024338351,0.0,0.9333333333333332,0.0,0.1578947368421052,0.625,1.0,0.0344827586206896,0.3348800075995046,0.0
0.8525615442644384,0.0,0.0499999999999999,0.5,0.3684210526315789,0.625,1.0,0.2068965517241379,0.0592760781190688,0.0
0.6429353129214671,0.0,0.95,0.0,0.4736842105263157,0.75,1.0,0.5172413793103449,0.9004601127705358,0.0
0.4431055328272881,0.2223444003085671,0.8500000000000001,0.0,0.6842105263157894,0.875,1.0,0.0344827586206896,0.0821375932790033,0.0
0.0440132726446134,1.0,0.0666666666666667,0.5,0.0526315789473684,0.5,1.0,0.5172413793103449,0.2833343890321076,0.0
0.8152513171557055,0.0,0.55,0.25,0.5789473684210527,0.375,1.0,0.2758620689655172,0.5030693675703932,1.0
0.6380161702374292,0.0,0.1666666666666666,0.75,1.0,0.875,0.7933335685203204,0.4827586206896552,0.8370860612398814,0.0
0.7854259959938458,0.0,0.2166666666666667,1.0,0.4736842105263157,0.75,1.0,0.3448275862068965,0.6173172312822908,0.0
0.975210663832022,0.0,0.0666666666666667,0.25,0.2631578947368421,0.5,1.0,0.1034482758620689,0.5651995217947615,0.0
0.93114989665723,0.0,0.3166666666666667,1.0,0.7894736842105263,0.75,1.0,0.2758620689655172,0.0542331106876635,0.0
0.8188358261024385,0.0,0.6833333333333333,0.0,0.1052631578947368,0.625,1.0,0.2068965517241379,1.0,0.0
0.2930020705600427,0.8760331155186483,0.7,0.0,0.0,1.0,0.67368184650732,0.3793103448275862,0.4359959744234121,1.0
0.4173331089168987,0.5360114670931934,0.7833333333333334,0.25,0.4736842105263157,1.0,0.5710935041464711,0.1034482758620689,0.1012601102941506,0.0
